Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
249,5827,2,0,863,1,16,30,81,11,3,1,2,523,299,57,3,1966,271,6,128
250,5918,5,0,544,3,48,30,81,11,6,1,4,538,155,71,3,2279,252,6,139
250,5943,2,0,399,1,48,30,81,11,3,0,1,421,172,66,3,2291,257,6,139
252,2818,4,0,1427,1,80,30,78,91,5,1,0,689,375,47,2,1580,3173,5,177
252,3624,2,0,1257,1,116,30,78,91,3,0,1,466,171,32,2,1480,3124,5,177
258,1311,3,0,1063,4,80,30,97,79,4,1,1,612,347,66,15,2468,3217,0,175
260,5859,2,0,533,1,66,30,122,56,3,0,2,677,146,68,27,3307,2214,2,226
261,2031,1,2,538,1,103,30,51,53,2,0,1,74,71,91,6,2484,2078,2,241
261,3450,2,0,972,3,80,30,51,53,3,0,0,228,104,40,6,2410,1982,2,241
264,155,2,2,109,3,164,30,137,18,3,1,1,242,207,124,28,1232,77,6,186
265,3701,2,0,478,1,194,30,102,31,3,0,2,626,172,96,11,3226,592,6,107
268,3670,2,0,681,1,105,30,67,64,3,1,2,244,225,116,0,2800,3084,0,79
272,5262,3,0,499,1,12,30,115,66,4,0,3,491,216,76,0,3208,3058,2,33
273,4920,2,0,309,1,194,30,117,19,3,0,2,610,155,76,28,441,40,6,278
274,4628,2,2,344,3,78,30,45,5,3,0,1,80,171,111,16,1686,440,6,166
275,113,1,2,436,0,112,30,17,2,2,0,1,0,105,109,18,1703,1265,2,55
279,2301,1,2,694,1,196,30,49,8,2,0,2,123,84,116,10,902,803,6,197
280,4987,2,0,674,3,62,30,49,8,3,0,1,306,97,57,10,1064,586,6,7
282,5728,3,0,342,1,75,30,160,166,4,1,2,399,473,128,27,3416,2427,2,90
286,272,1,2,498,3,78,30,44,6,2,0,1,35,86,86,16,1664,753,6,201
2,3304,2,2,449,1,112,49,80,30,3,0,2,123,228,116,21,2860,603,6,111
16,5024,2,0,510,0,66,49,73,23,3,0,1,532,149,81,21,2422,376,6,151
16,1184,2,0,886,1,112,49,73,23,3,2,1,618,287,130,21,2438,417,6,151
20,220,1,2,250,1,145,49,153,113,2,0,1,112,70,91,13,1185,3693,0,164
26,4087,1,2,101,0,70,49,89,156,2,0,1,1,57,127,8,232,2452,5,205
28,5927,3,0,742,1,128,49,180,178,4,4,2,588,458,130,5,37,3748,1,280
28,5964,3,0,770,2,50,49,180,178,4,3,2,553,483,123,5,38,3750,1,280
30,3354,1,2,209,1,12,49,106,93,2,0,1,0,49,76,26,1400,3549,0,185
32,2743,2,0,1014,1,12,49,106,93,3,1,2,498,186,86,26,1192,3511,0,146
34,5657,2,0,575,1,145,49,158,115,3,0,2,670,194,86,13,970,3698,0,247
34,3674,3,0,625,1,130,49,158,115,4,1,4,669,302,91,13,935,3697,0,247
36,1237,2,0,601,1,48,49,64,10,3,0,2,644,149,76,16,1927,324,6,118
36,78,1,0,336,1,196,49,64,10,2,0,1,257,77,66,16,2089,349,6,118
39,288,1,2,328,0,25,49,79,141,2,0,1,0,90,66,1,242,2355,5,209
39,6023,3,0,1166,0,80,49,79,141,4,0,2,826,244,86,8,430,2293,5,209
40,4447,2,0,107,1,196,49,112,34,3,0,1,294,72,81,11,3261,1037,2,143
42,3364,1,2,244,3,196,49,45,5,2,0,2,113,210,128,10,1525,305,6,14
43,5915,3,0,1142,1,80,49,34,42,4,1,2,190,292,17,22,2349,1473,2,265
43,3767,2,0,841,1,112,49,34,42,3,0,1,164,124,112,22,2471,1402,2,265
44,2534,2,0,1039,0,193,49,25,43,3,1,1,115,287,17,22,2239,1601,2,179
44,5210,2,1,760,3,80,49,25,43,3,1,1,64,173,116,22,2424,1664,2,179
44,3477,0,2,31,4,45,49,25,43,1,0,0,151,31,128,22,2260,1566,2,179
47,931,2,0,523,1,12,49,94,63,3,0,1,562,124,76,0,3129,2752,2,250
47,5513,2,0,436,1,22,49,94,63,3,0,2,532,170,86,0,3159,2798,2,250
51,3831,2,0,914,1,145,49,117,111,3,1,2,618,210,81,26,1027,3536,0,136
51,69,3,0,1174,1,53,49,117,111,4,1,2,542,367,123,26,1143,3503,0,136
53,4639,1,2,552,1,196,49,56,88,2,0,1,46,92,76,2,1253,3129,5,242
57,191,1,2,544,1,167,49,77,119,2,0,2,0,95,86,8,702,2642,5,225
57,4613,0,2,29,0,59,49,77,119,1,0,1,267,38,76,8,492,2699,5,225
57,5437,1,2,320,3,196,49,77,119,2,0,1,0,73,86,8,524,2799,5,225
57,107,3,1,985,1,196,49,77,119,4,2,2,279,328,121,8,604,2690,5,225
58,4602,2,1,81,2,117,49,118,14,3,0,1,0,205,125,19,3125,87,6,222
58,2366,3,0,533,1,12,49,118,14,4,1,2,700,327,124,19,2857,85,6,222
60,4174,3,0,419,1,66,49,179,155,4,1,4,638,307,118,7,18,3588,4,228
65,110,2,1,752,1,145,49,91,108,3,1,1,0,186,127,20,716,3208,5,117
73,2852,1,0,557,1,112,49,48,44,2,0,2,331,134,40,22,2698,1366,2,260
73,4947,1,1,689,1,193,49,48,44,2,1,1,88,122,130,22,2592,1528,2,260
75,5062,0,2,86,3,80,49,8,49,1,0,0,0,39,76,29,1883,1802,2,152
75,3424,2,0,1018,1,46,49,8,49,3,1,0,140,206,17,29,1893,1811,2,152
79,3425,4,0,676,0,145,49,152,99,4,1,2,875,302,91,17,1957,3737,0,266
79,2469,3,0,557,3,12,49,152,99,4,1,2,764,210,76,17,2079,3731,0,266
79,4299,2,0,516,1,163,49,152,99,3,0,2,751,134,96,17,1672,3728,0,266
79,2500,3,0,895,1,12,49,152,99,4,1,2,805,335,124,17,1723,3725,0,266
83,5234,3,0,752,1,70,49,156,130,4,1,1,775,302,96,9,172,3650,4,233
85,1073,2,0,298,1,12,49,118,14,3,0,2,489,220,101,3,2350,111,6,198
85,1121,2,0,421,0,12,49,118,14,3,0,2,647,202,71,3,2223,117,6,198
90,1917,2,0,613,1,25,49,150,127,3,1,1,489,199,84,12,100,3377,4,134
91,512,3,0,1207,1,130,49,97,80,4,2,2,624,357,98,15,2271,3463,0,244
92,2357,3,0,1027,1,12,49,114,81,4,2,2,656,302,86,15,1891,3569,0,259
92,1957,2,0,1147,0,12,49,114,81,3,1,2,747,239,94,15,2184,3540,0,259
93,5119,1,1,395,0,161,49,126,82,2,0,1,150,122,116,15,1807,3602,0,157
96,1049,2,0,1019,4,112,49,67,64,3,0,2,565,207,66,0,2458,2684,0,38
98,6082,4,0,992,3,117,49,164,150,5,5,3,834,263,76,12,45,3391,4,72
100,5076,2,0,427,1,12,49,136,71,3,0,2,151,145,125,23,2992,3494,0,210
102,2442,0,2,157,1,190,49,52,138,1,0,1,965,36,125,24,711,1703,5,243
105,5663,2,0,214,3,153,49,139,58,3,1,2,328,232,128,27,3411,2096,2,257
105,2321,1,0,135,1,66,49,139,58,2,0,1,111,129,116,27,3375,2667,2,257
106,1090,2,0,1079,3,12,49,55,28,3,1,1,396,272,76,21,2490,1164,6,245
111,1913,2,1,441,1,145,49,157,116,3,1,1,173,207,126,13,749,3721,0,255
112,4741,1,2,592,1,112,49,9,48,2,0,2,1109,78,49,29,1872,1697,2,188
112,5164,1,2,636,1,80,49,9,48,2,1,1,1096,94,127,29,1858,1666,2,188
112,3493,0,2,181,3,196,49,9,48,1,0,1,0,44,127,29,1877,1701,2,188
117,5871,2,0,304,1,117,49,184,153,3,0,2,663,232,96,7,1,3573,4,279
119,1240,2,0,617,1,8,49,184,153,3,0,2,779,168,76,7,6,3333,4,218
122,1824,3,0,543,3,12,49,102,31,4,1,2,511,239,86,11,3291,635,6,106
124,1145,0,2,17,0,193,49,53,106,1,0,1,0,27,66,25,1020,2589,5,252
124,164,0,2,56,3,167,49,53,106,1,0,1,0,36,76,25,1025,2591,5,252
124,802,1,2,226,1,80,49,53,106,2,0,1,1038,81,76,25,1121,2568,5,252
125,24,2,0,863,1,66,49,130,110,3,1,1,783,164,86,20,549,3518,0,275
126,4916,3,0,484,1,142,49,88,33,4,1,1,605,90,66,22,3229,1145,2,241
126,4128,1,1,119,4,112,49,88,33,2,0,1,56,71,128,22,3050,991,2,241
126,2972,1,0,454,1,50,49,88,33,2,1,1,201,120,127,22,3216,1245,2,241
128,4824,2,0,677,1,196,49,126,67,3,1,2,693,218,96,0,2973,3182,2,237
129,3930,4,0,605,3,87,49,142,45,5,2,2,494,439,124,11,3418,876,2,160
130,5916,2,0,527,1,50,49,88,33,3,0,1,576,175,66,22,3016,1335,2,75
130,3875,1,1,342,1,50,49,88,33,2,1,1,155,151,121,22,3048,1208,2,75
133,3405,1,1,571,1,103,49,110,142,2,0,1,0,120,108,1,183,2435,5,64
134,5040,2,0,119,0,163,49,176,183,3,0,1,254,118,114,5,44,3720,4,230
135,4643,0,2,180,1,80,49,35,86,1,0,1,0,42,76,2,1562,2477,5,261
136,109,1,2,374,3,98,49,43,87,2,0,1,842,76,86,2,1559,2744,5,200
142,3618,3,0,1271,1,196,49,125,144,4,1,2,630,537,122,1,148,2368,5,158
145,4154,4,0,1125,1,193,49,96,121,5,1,3,498,235,40,20,481,3011,5,101
148,4459,4,0,1346,0,173,49,57,60,5,2,2,690,327,76,0,2418,2644,0,180
148,2443,1,0,1033,1,105,49,57,60,2,0,0,570,160,40,0,2416,2540,0,180
150,1602,1,0,316,1,142,49,112,34,2,0,1,612,118,76,11,3257,907,2,9
152,3777,3,0,404,1,112,49,115,24,4,1,2,481,207,91,3,3022,208,6,62
153,1178,2,0,381,1,12,49,124,26,3,0,4,600,122,101,3,2996,152,6,125
154,5508,4,0,815,2,112,49,91,22,5,2,2,546,260,86,21,2827,438,6,182
155,3842,2,0,484,1,112,49,80,30,3,0,1,540,192,86,3,2920,330,6,21
156,1303,0,2,109,3,49,49,20,20,1,0,1,0,54,116,18,1983,1043,2,171
157,5886,2,0,1088,0,116,49,36,73,3,0,1,356,155,49,2,1833,2519,5,251
165,2639,2,0,500,1,12,49,128,57,3,1,1,605,171,91,27,3322,2234,2,231
165,1722,2,0,548,1,196,49,128,57,3,0,2,554,129,66,27,3334,2142,2,231
165,1619,2,0,385,1,145,49,128,57,3,0,2,525,155,86,27,3331,2383,2,231
168,80,2,1,421,0,78,49,45,5,3,1,2,113,188,132,16,2058,425,6,131
168,1851,1,2,157,1,18,49,45,5,2,1,1,0,116,133,16,2160,475,6,131
171,5699,3,0,1045,1,196,49,28,21,4,0,3,647,232,40,16,2087,683,6,162
173,479,2,0,175,3,12,49,133,35,3,0,1,652,116,86,11,3350,1005,2,155
173,2649,2,0,163,1,194,49,133,35,3,0,2,520,153,108,11,3377,934,2,155
175,2984,3,0,288,0,157,49,174,160,4,1,2,972,292,86,19,3270,15,7,121
175,2543,2,0,97,1,64,49,174,160,3,1,2,536,168,96,19,3309,7,7,121
178,787,1,2,410,1,36,49,141,148,2,0,1,82,73,88,12,96,2794,4,193
178,84,2,1,762,1,196,49,141,148,3,0,2,284,236,105,12,107,2820,4,193
181,2647,2,0,491,1,142,49,135,62,3,1,2,784,240,86,27,3325,2777,2,253
181,1380,3,0,592,1,145,49,135,62,4,1,2,480,281,106,27,3363,2600,2,253
181,1396,4,0,490,1,145,49,135,62,5,2,2,606,192,86,27,3345,2638,2,253
181,4477,3,0,288,1,145,49,135,62,4,1,1,481,259,86,27,3367,2678,2,253
181,4828,4,0,346,1,145,49,135,62,5,2,1,481,175,106,27,3368,2685,2,253
181,1418,2,0,339,1,66,49,135,62,3,0,1,572,188,108,27,3346,2792,2,253
181,778,2,0,354,1,145,49,135,62,3,0,1,496,204,93,27,3361,2522,2,253
185,4328,3,0,527,1,103,49,169,170,4,1,2,790,239,96,30,1679,3752,1,70
186,623,3,0,1000,1,80,49,43,27,4,0,3,428,227,45,21,2367,851,6,195
188,4517,2,0,421,0,202,49,163,100,3,1,2,935,185,92,30,2031,3743,1,232
189,4464,3,0,1080,0,145,49,148,149,4,1,2,480,420,123,12,60,3246,4,124
189,6113,2,1,1187,1,196,49,148,149,3,1,2,257,340,123,12,57,3051,4,124
191,1415,2,0,1279,0,80,49,113,109,3,0,1,667,228,76,20,780,3384,0,268
193,4991,3,0,1271,1,25,49,77,119,4,1,1,582,373,35,8,588,2873,5,148
198,3863,1,2,588,1,112,49,6,37,2,1,1,0,114,124,18,1794,1347,2,206
202,3317,1,2,455,1,53,49,123,94,2,0,1,103,94,86,26,1490,3604,0,163
202,5702,2,0,812,1,53,49,123,94,3,0,2,548,214,76,26,1707,3603,0,163
202,359,3,1,930,1,116,49,123,94,4,2,2,242,253,127,26,1408,3598,0,163
205,243,2,0,687,1,25,49,96,121,3,1,2,248,215,122,20,519,3350,5,73
206,3997,3,2,574,1,64,49,124,122,4,1,2,0,218,116,20,422,3178,4,126
207,2242,0,2,54,1,25,49,89,156,1,0,1,0,20,76,8,531,2510,5,116
207,3469,3,0,1296,1,25,49,89,156,4,1,2,650,313,40,8,456,2670,5,116
209,185,3,0,1367,1,145,49,148,149,4,1,3,174,317,126,12,64,2975,4,168
211,5904,2,0,958,1,112,49,63,32,3,1,1,283,332,128,22,2869,1283,2,217
217,2709,0,0,72,3,66,49,93,55,1,0,1,122,58,66,6,3200,2255,2,283
220,4551,3,0,1234,1,73,49,140,97,4,1,2,900,417,118,17,2082,3688,0,223
220,140,1,0,401,1,137,49,140,97,2,0,2,77,114,121,17,1502,3655,0,223
221,75,3,0,876,1,130,49,147,98,4,0,2,828,162,66,17,1597,3681,0,147
225,4360,3,0,759,1,64,49,155,132,4,1,2,625,287,96,13,371,3700,4,263
225,1761,2,0,670,1,66,49,155,132,3,1,2,487,324,117,13,281,3683,4,263
228,1451,3,0,658,0,103,49,121,145,4,2,2,659,434,133,1,144,2241,5,150
231,4290,3,0,605,4,66,49,181,152,4,1,0,956,310,85,7,15,3531,4,229
236,63,2,0,1232,1,62,49,7,157,3,1,2,36,206,114,24,1304,1391,5,191
237,3698,2,0,472,1,66,49,143,167,3,1,2,495,295,121,27,3381,3219,2,227
237,3000,3,0,687,1,75,49,143,167,4,1,2,563,439,120,27,3407,2893,2,227
237,3327,2,1,138,1,66,49,143,167,3,1,2,109,124,127,27,3398,3054,2,227
237,3009,3,0,458,1,66,49,143,167,4,1,2,559,293,121,27,3399,2861,2,227
238,2228,1,2,349,0,116,49,14,101,2,0,1,815,57,88,25,1285,1755,5,273
238,3499,1,2,560,1,196,49,14,101,2,0,1,1125,85,119,25,1307,1889,5,273
238,5218,3,0,1283,1,62,49,14,101,4,1,1,130,320,10,18,1256,1729,5,273
240,5221,1,0,609,1,103,49,43,7,2,0,1,128,123,23,10,1374,653,6,26
243,508,3,0,396,1,12,49,112,12,4,0,3,509,237,86,3,2756,164,6,270
243,2497,2,0,323,1,194,49,112,12,3,0,0,624,111,76,3,2743,132,6,270
245,2601,0,2,190,3,25,49,32,136,1,0,1,0,49,116,24,853,1665,5,267
245,5992,0,2,192,4,36,49,32,136,1,0,1,498,37,125,24,822,1655,5,267
246,320,2,2,544,4,112,49,61,29,3,1,2,241,111,86,21,2780,989,6,105
248,1105,3,0,128,0,21,49,174,163,4,1,2,537,243,102,11,3437,60,6,271
248,1621,3,0,242,1,143,49,174,163,4,1,2,531,208,76,11,3445,66,6,271
249,5683,2,0,637,1,48,49,81,11,3,0,2,458,151,66,3,2126,269,6,128
251,2923,2,0,291,1,12,49,81,11,3,0,2,563,134,90,3,1813,235,6,203
251,380,2,0,175,1,48,49,81,11,3,0,2,236,131,86,3,1863,176,6,203
257,5354,3,0,1192,1,12,49,124,78,4,2,2,830,319,101,15,2315,3485,0,194
258,4587,2,0,908,1,12,49,97,79,3,1,2,656,278,86,15,2256,3411,0,175
259,3595,2,0,199,1,145,49,164,114,3,0,1,468,129,76,13,990,3741,0,40
260,1712,2,0,358,1,145,49,122,56,3,0,2,483,160,91,27,3276,1771,2,226
260,1101,2,0,366,1,66,49,122,56,3,0,2,494,194,86,27,3288,1993,2,226
260,2683,2,0,319,1,66,49,122,56,3,0,2,488,210,91,27,3312,1738,2,226
261,386,0,2,132,1,66,49,51,53,1,0,1,0,28,86,6,2514,2076,2,241
261,1472,1,0,725,1,112,49,51,53,2,0,0,179,122,76,6,2487,1750,2,241
264,3955,2,0,176,1,166,49,137,18,3,1,2,300,199,126,28,1258,72,6,186
265,1806,3,0,713,1,79,49,102,31,4,1,2,650,377,115,11,3131,509,6,107
265,120,3,0,330,3,163,49,102,31,4,0,3,0,237,91,11,3112,623,6,107
269,65,3,0,856,1,145,49,117,112,4,1,2,602,306,113,13,821,3664,0,211
273,5957,2,0,262,1,194,49,117,19,3,1,2,791,214,96,28,694,53,6,278
273,4394,2,0,208,1,196,49,117,19,3,0,0,481,122,76,28,634,35,6,278
275,1034,1,2,449,1,95,49,17,2,2,0,1,3,104,112,18,1656,1364,2,55
275,2446,1,2,238,1,103,49,17,2,2,0,1,30,63,123,18,1757,1263,2,55
276,1233,2,0,128,4,12,49,129,36,3,0,2,492,143,86,11,3338,830,2,69
281,5800,0,2,128,1,25,49,31,135,1,0,1,0,44,76,25,1028,1901,5,144
283,836,3,0,200,1,196,49,166,15,4,1,2,352,226,124,28,857,23,6,170
286,5205,2,0,1010,3,179,49,44,6,3,0,1,237,180,23,16,1633,745,6,201
0,1323,2,0,1192,1,112,6,16,50,3,0,0,96,192,10,29,1772,1868,2,135
7,2682,2,0,972,1,11,6,86,9,3,0,1,647,196,86,10,831,157,6,172
7,4212,2,2,566,3,11,6,86,9,3,1,1,258,196,121,10,852,172,6,172
8,72,3,0,617,3,137,6,124,17,4,1,2,699,269,105,10,697,131,6,220
11,2507,1,2,626,1,196,6,44,103,2,1,1,1080,78,122,25,964,2250,5,159
13,2264,3,1,1144,1,80,6,78,107,4,2,2,220,287,128,2,859,3050,5,98
13,1842,2,0,1390,1,80,6,78,107,3,1,3,584,337,57,2,924,2987,5,98
18,4847,3,0,1406,1,53,6,58,75,4,2,2,792,318,46,2,1614,3092,5,184
19,4372,3,0,1113,4,196,6,74,76,4,1,2,385,280,71,2,2084,3170,5,224
26,5167,3,1,1006,1,25,6,89,156,4,2,2,259,302,130,8,269,2559,5,205
26,1474,3,1,1244,1,25,6,89,156,4,2,2,381,369,129,8,385,2590,5,205
30,1310,2,0,879,1,116,6,106,93,3,0,2,442,180,73,26,1659,3550,0,185
31,4548,3,0,985,0,80,6,106,93,4,1,2,530,240,81,26,1750,3507,0,84
37,3509,2,0,636,1,22,6,126,67,3,0,2,838,275,78,0,3122,3395,0,31
38,3088,3,0,1545,0,25,6,81,140,4,3,4,458,509,127,1,442,1919,5,254
38,3918,3,0,1371,3,98,6,81,140,4,1,1,348,259,31,1,657,1933,5,254
39,1676,2,0,1216,3,25,6,79,141,3,0,2,555,270,40,1,253,2135,5,209
39,3412,1,2,706,1,70,6,79,141,2,0,2,228,138,86,1,424,2284,5,209
40,3819,2,0,399,1,145,6,112,34,3,0,4,647,122,76,11,3277,1135,2,143
43,2883,2,0,1027,1,112,6,34,42,3,0,1,255,105,32,22,2419,1423,2,265
45,736,3,0,1135,4,80,6,34,41,4,1,3,395,364,113,22,2386,1221,2,211
46,3134,3,0,1246,1,80,6,84,77,4,2,4,596,427,114,15,2225,3106,0,149
47,1075,3,1,468,1,109,6,94,63,4,1,1,240,227,106,27,3242,2596,2,250
47,2555,3,0,516,1,12,6,94,63,4,0,2,492,192,96,27,3292,2811,2,250
47,5130,1,1,234,1,12,6,94,63,2,0,2,44,104,111,6,3082,2647,2,250
47,2671,3,0,988,1,145,6,94,63,4,1,2,710,471,116,27,3306,2724,2,250
50,5177,3,0,1074,2,53,6,80,89,4,1,1,577,295,66,26,1075,3408,5,183
54,3166,3,0,1459,2,82,6,62,90,4,1,2,600,386,122,2,1385,3053,5,103
58,2798,3,0,681,1,12,6,118,14,4,1,2,414,414,128,19,2764,91,6,222
60,5965,2,0,292,1,117,6,179,155,3,1,2,729,218,104,7,14,3614,4,228
63,5572,3,0,1307,0,98,6,57,117,4,1,2,444,260,23,8,838,2419,5,208
65,83,3,0,805,1,193,6,91,108,4,1,1,354,194,76,20,670,3145,5,117
68,505,3,0,948,0,12,6,135,146,4,1,4,629,287,76,1,129,2521,5,248
70,471,3,0,981,1,193,6,134,124,4,1,2,575,533,66,12,277,3276,4,80
71,4887,3,0,985,3,145,6,130,123,4,0,1,661,116,76,20,299,3330,4,190
71,2230,2,0,522,1,112,6,130,123,3,0,1,223,322,86,20,293,3454,4,190
75,3406,1,2,301,1,80,6,8,49,2,0,1,0,54,91,29,1879,1824,2,152
76,1484,3,0,304,1,145,6,144,47,4,1,2,432,310,128,11,3444,923,2,276
76,18,3,0,372,1,194,6,144,47,4,1,2,706,327,117,11,3447,1182,2,276
76,4161,3,0,285,3,163,6,144,47,4,1,2,352,254,126,11,3427,886,2,276
76,946,2,0,508,3,163,6,144,47,3,1,6,892,239,111,11,3421,1069,2,276
79,4912,2,0,523,3,53,6,152,99,3,1,2,222,224,123,17,2060,3709,0,266
81,4352,2,0,565,1,80,6,152,99,3,1,2,457,188,76,17,2346,3730,0,96
84,372,3,1,1216,1,53,6,58,75,4,1,1,207,255,111,2,1681,2848,5,11
86,5329,2,0,197,1,194,6,136,25,3,1,2,311,138,106,3,3011,116,6,89
88,774,2,0,620,1,109,6,149,68,3,1,3,740,202,96,23,3344,3539,3,141
89,5037,5,0,372,1,89,6,167,162,6,2,1,793,361,96,19,3405,73,6,24
93,3448,4,0,1038,1,80,6,126,82,5,2,3,735,359,96,15,2116,3601,0,157
97,4740,1,2,1019,3,29,6,3,1,2,1,1,887,106,117,18,1595,1713,2,97
100,1651,3,0,559,1,80,6,136,71,4,1,2,523,267,96,23,3143,3576,0,210
101,3904,2,0,718,1,53,6,136,71,3,1,2,761,189,96,23,3133,3448,0,63
102,3926,3,0,1499,1,98,6,52,138,4,1,3,508,258,23,24,744,1840,5,243
102,981,1,2,250,1,18,6,52,138,2,0,1,1081,77,86,24,793,1762,5,243
106,709,3,0,1361,1,112,6,55,28,4,1,3,864,345,49,21,2579,869,6,245
106,2817,4,0,1337,0,23,6,55,28,5,2,3,613,495,49,21,2659,1023,6,245
106,3585,3,0,1135,1,112,6,55,28,4,1,2,416,220,57,21,2552,788,6,245
112,3478,0,2,281,1,80,6,9,48,1,0,1,1024,54,127,29,1877,1701,2,188
113,4169,2,0,1225,1,112,6,22,51,3,0,1,93,164,23,29,1976,1634,2,196
114,2802,2,0,967,3,112,6,20,20,3,0,1,246,131,23,21,2073,1099,2,119
115,616,1,2,180,3,78,6,33,4,2,0,1,0,57,131,16,1824,605,6,219
115,973,1,1,315,2,112,6,33,4,2,1,1,42,113,116,16,2007,672,6,219
121,4247,2,0,575,1,143,6,189,165,3,1,4,980,338,104,14,3461,24,3,109
122,2770,2,0,394,3,12,6,102,31,3,0,2,502,204,96,11,3272,782,6,106
124,2865,4,0,1518,1,98,6,53,106,5,2,2,670,484,66,2,1005,2991,5,252
124,785,0,2,49,4,80,6,53,106,1,0,0,0,42,76,25,1007,2554,5,252
124,1406,3,0,1361,1,98,6,53,106,4,2,2,361,362,132,2,1092,2915,5,252
124,4653,1,2,660,1,98,6,53,106,2,0,1,54,100,76,2,1086,3067,5,252
125,4236,2,0,1028,1,66,6,130,110,3,1,1,795,16,88,20,637,3607,0,275
126,3988,1,2,304,3,112,6,88,33,2,0,2,147,134,111,22,3127,943,2,241
126,826,2,0,569,0,12,6,88,33,3,0,2,554,196,76,22,3092,837,2,241
128,4863,2,0,505,1,12,6,126,67,3,0,1,544,114,109,23,3254,3196,2,237
128,1321,2,0,620,1,112,6,126,67,3,1,2,559,249,96,0,2990,3201,2,237
133,5299,2,0,1048,2,25,6,110,142,3,0,1,537,194,66,1,182,2398,5,64
135,6002,0,2,138,1,196,6,35,86,1,0,1,0,40,120,2,1485,2485,5,261
135,4522,1,0,1285,1,80,6,35,86,2,0,1,184,166,17,2,1564,2271,5,261
135,533,2,0,1096,4,80,6,35,86,3,0,1,286,145,49,2,1432,2347,5,261
135,1138,2,0,1301,1,80,6,35,86,3,1,2,195,244,106,2,1418,2472,5,261
135,3291,2,0,1131,1,98,6,35,86,3,1,2,0,208,91,2,1471,2258,5,261
136,2125,0,2,234,3,116,6,43,87,1,0,1,0,45,76,2,1430,2669,5,200
138,2669,2,0,734,1,145,6,147,98,3,1,2,421,215,81,17,1394,3676,0,130
139,5794,1,2,175,4,99,6,67,64,2,0,0,1039,67,114,0,2480,2809,0,87
140,6094,3,0,1197,0,53,6,66,61,4,1,4,546,171,49,0,2577,2628,0,91
143,6086,3,0,319,3,194,6,136,25,4,1,2,550,258,118,19,3283,102,6,181
145,474,3,0,1161,4,12,6,96,121,4,1,1,406,253,23,20,512,3031,5,101
147,4151,4,0,592,1,99,6,162,72,5,1,2,908,330,101,23,3393,3634,3,29
150,4409,2,0,288,3,109,6,112,34,3,0,2,654,111,66,11,3282,872,2,9
156,3623,2,0,972,3,112,6,20,20,3,1,2,177,175,57,18,1903,1086,2,171
157,4891,2,0,1140,0,98,6,36,73,3,0,2,397,162,76,2,1839,2547,5,251
157,3331,2,1,818,1,112,6,36,73,3,1,1,0,160,93,2,1753,2611,5,251
157,3329,1,2,670,4,80,6,36,73,2,1,1,0,145,66,2,1738,2637,5,251
162,3250,2,2,309,4,78,6,45,5,3,0,1,72,98,86,16,1701,518,6,44
162,1774,2,0,718,3,78,6,45,5,3,0,1,228,6,53,16,1660,601,6,44
164,1624,3,0,65,1,151,6,174,160,4,0,0,601,224,116,19,3336,19,3,115
168,3299,1,1,412,1,18,6,45,5,2,1,1,80,114,131,16,2070,569,6,131
168,1577,2,0,603,0,18,6,45,5,3,1,2,113,227,126,16,1993,575,6,131
168,3244,2,1,499,0,78,6,45,5,3,1,2,140,201,127,16,2050,400,6,131
169,2352,3,0,1545,1,70,6,41,104,4,2,2,737,392,35,25,980,2394,5,154
169,1013,2,0,1199,1,98,6,41,104,3,0,2,307,167,10,25,1094,2393,5,154
169,3467,2,0,1332,0,98,6,41,104,3,1,2,352,320,123,25,1096,2461,5,154
170,4298,2,0,1425,0,80,6,62,105,3,2,3,896,309,45,25,923,2659,5,240
170,5236,2,0,1425,4,141,6,62,105,3,0,2,943,149,66,25,757,3116,5,240
171,1074,2,0,948,3,18,6,28,21,3,1,2,305,307,113,16,2219,502,6,162
171,1999,2,1,762,1,18,6,28,21,3,1,2,319,276,128,16,2114,685,6,162
172,4215,1,0,948,3,25,6,89,156,2,0,2,349,116,57,8,438,2342,5,66
177,5376,3,0,349,1,196,6,174,160,4,1,2,856,313,121,19,3279,0,3,192
178,4567,3,0,1333,1,62,6,141,148,4,1,2,360,385,126,12,86,2770,4,193
179,3971,3,0,395,1,93,6,161,168,4,1,2,425,324,128,27,3420,3094,2,187
186,3860,2,0,972,4,80,6,43,27,3,1,2,624,211,40,21,2372,988,6,195
189,5641,3,0,1260,3,25,6,148,149,4,1,2,606,409,66,12,66,3067,4,124
191,323,2,1,718,2,53,6,113,109,3,1,2,297,3,116,20,987,3514,0,268
191,4339,4,0,1434,1,103,6,113,109,5,4,2,617,502,131,20,747,3401,0,268
195,4617,2,1,523,1,189,6,43,7,3,1,2,154,184,121,10,1104,639,6,178
196,4354,2,0,974,1,12,6,80,30,3,1,1,277,310,132,21,2665,650,6,58
206,3383,1,2,352,3,145,6,124,122,2,0,1,0,57,96,20,429,3072,4,126
207,2603,0,2,91,1,193,6,89,156,1,0,1,1040,48,125,8,513,2506,5,116
211,239,2,1,718,1,112,6,63,32,3,1,1,0,223,130,22,2843,1155,2,217
211,2254,0,2,16,1,21,6,63,32,1,0,1,0,23,86,22,2899,1030,2,217
